Title,Year,Released,Runtime,Genre,Awards,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice,Language,budget_max,budget_min
Hamilton,2020,03 Jul 2020,160 min,"Biography, Drama, History",Won 2 Primetime Emmys. 19 wins & 46 nominations total,89.0,8.4,"99,468",tt8503618,,English,0.0,0.0
Relic,2020,10 Jul 2020,89 min,"Drama, Horror, Mystery",5 wins & 27 nominations,77.0,6.0,"27,923",tt9072352,"$1,047,083",English,0.0,0.0
Desperados,2020,03 Jul 2020,105 min,"Comedy, Romance",1 win,41.0,5.2,"10,716",tt1545304,,English,0.0,0.0
The Old Guard,2020,10 Jul 2020,125 min,"Action, Thriller",5 wins & 24 nominations,70.0,6.6,"170,607",tt7556122,,"English, Arabic, French, Italian",70000000.0,70000000.0
Money Plane,2020,10 Jul 2020,82 min,"Comedy, Crime, Thriller",,,3.2,"5,265",tt7286966,,English,838109.0,838109.0
Greyhound,2020,10 Jul 2020,91 min,"Action, Drama, History",Nominated for 1 Oscar. 1 win & 23 nominations total,64.0,7.0,"101,679",tt6048922,,English,50300000.0,50300000.0
Palm Springs,2020,10 Jul 2020,90 min,"Comedy, Fantasy, Mystery",15 wins & 45 nominations,83.0,7.4,"166,180",tt9484998,"$164,000",English,0.0,0.0
Fatal Affair,2020,16 Jul 2020,89 min,Thriller,1 win,34.0,4.6,"6,343",tt11057594,,English,0.0,0.0
The Silencing,2020,18 Jul 2020,93 min,"Action, Crime, Mystery",1 nomination,,6.2,"27,633",tt7149730,"$100,746",English,0.0,0.0
A Nice Girl Like You,2020,17 Jul 2020,94 min,"Comedy, Romance",,41.0,5.1,"5,941",tt3278540,,"English, French",6100000.0,6100000.0
Ghosts of War,2020,17 Jul 2020,94 min,"Fantasy, Horror, Thriller",,38.0,5.6,"10,956",tt6508228,,English,0.0,0.0
Animal Crackers,1930,06 Sep 1930,97 min,"Comedy, Family, Musical",2 nominations,77.0,7.4,"14,800",tt0020640,"$910,015",English,,
The Kissing Booth 2,2020,24 Jul 2020,134 min,"Comedy, Romance",2 wins,39.0,5.7,"33,630",tt9784456,,English,0.0,0.0
The Rental,2020,24 Jul 2020,88 min,"Drama, Horror, Mystery",5 nominations,62.0,5.7,"34,377",tt10003008,"$1,637,548",English,0.0,0.0
Deep Blue Sea 3,2020,29 Jul 2020,100 min,"Action, Horror, Sci-Fi",,,4.7,"6,360",tt11946300,,English,5000000.0,5000000.0
Black Is King,2020,31 Jul 2020,85 min,"Adventure, Drama, Fantasy",Won 1 Primetime Emmy. 2 wins & 9 nominations total,84.0,5.8,"9,072",tt12607910,,English,0.0,0.0
The Secret: Dare to Dream,2020,31 Jul 2020,107 min,"Drama, Romance",2 nominations,32.0,6.5,"15,138",tt4411584,,English,21000000.0,21000000.0
Summerland,2020,31 Jul 2020,99 min,"Drama, Romance, War",1 win,56.0,7.0,"7,884",tt6841122,"$58,498",English,0.0,0.0
She Dies Tomorrow,2020,07 Aug 2020,86 min,"Drama, Fantasy, Horror",8 nominations,80.0,5.1,"6,640",tt11614912,"$398,663",English,0.0,0.0
An American Pickle,2020,06 Aug 2020,88 min,"Comedy, Fantasy",1 win & 1 nomination,58.0,5.7,"24,780",tt9059704,,"English, Hebrew",0.0,0.0
The Tax Collector,2020,07 Aug 2020,95 min,"Action, Crime, Drama",1 nomination,22.0,4.8,"14,400",tt8461224,"$1,044,212","English, Spanish",30000000.0,30000000.0
Waiting for the Barbarians,2019,07 Aug 2020,112 min,Drama,1 win & 3 nominations,52.0,5.9,"13,074",tt6149154,,English,0.0,0.0
Project Power,2020,14 Aug 2020,113 min,"Action, Crime, Sci-Fi",2 wins & 7 nominations,51.0,6.0,"91,867",tt7550000,,"English, Spanish",0.0,0.0
Magic Camp,2020,14 Aug 2020,100 min,"Comedy, Family, Fantasy",,,6.3,"4,596",tt3979300,,English,24000000.0,24000000.0
Spree,2020,14 Aug 2020,93 min,"Comedy, Crime, Horror",5 nominations,42.0,5.9,"14,604",tt11394332,"$28,771",English,0.0,0.0
Boys State,2020,14 Aug 2020,109 min,Documentary,Won 1 Primetime Emmy. 17 wins & 26 nominations total,84.0,7.6,"5,321",tt11095742,,English,0.0,0.0
The One and Only Ivan,2020,21 Aug 2020,95 min,"Adventure, Comedy, Drama",Nominated for 1 Oscar. 2 wins & 5 nominations total,58.0,6.5,"12,751",tt3661394,,English,0.0,0.0
Unhinged,2020,21 Aug 2020,90 min,"Action, Thriller",1 nomination,40.0,6.0,"71,126",tt10059518,"$20,831,465",English,33000000.0,33000000.0
Tesla,2020,21 Aug 2020,102 min,"Biography, Drama",1 win,67.0,5.1,"9,563",tt5259822,"$93,147","English, French",5000000.0,0.0
Cut Throat City,2020,21 Aug 2020,123 min,"Action, Crime, Drama",,67.0,4.9,"2,962",tt3547306,"$855,894",English,0.0,0.0
Words on Bathroom Walls,2020,21 Aug 2020,110 min,"Drama, Romance",2 nominations,61.0,7.1,"11,441",tt8045906,"$2,542,518",English,0.0,0.0
Hard Kill,2020,21 Aug 2020,98 min,"Action, Thriller",1 nomination,,3.0,"19,081",tt11656172,,English,0.0,0.0
Chemical Hearts,2020,21 Aug 2020,93 min,"Drama, Romance",,57.0,6.3,"13,774",tt5843876,,English,0.0,0.0
Tenet,2020,03 Sep 2020,150 min,"Action, Sci-Fi, Thriller",Won 1 Oscar. 50 wins & 137 nominations total,69.0,7.3,"523,027",tt6723592,"$58,504,105","English, Russian, Ukrainian, Estonian, Norwegian, Hindi",205000000.0,205000000.0
Bill,2015,18 Sep 2015,94 min,"Comedy, Family, History",,60.0,6.5,"2,882",tt2978576,,English,0.0,0.0
The New Mutants,2020,28 Aug 2020,94 min,"Action, Horror, Mystery",4 nominations,43.0,5.3,"83,011",tt4682266,"$23,852,659","English, Portuguese, Latin",67000000.0,67000000.0
The Personal History of David Copperfield,2019,28 Aug 2020,119 min,"Comedy, Drama",Nominated for 1 BAFTA Award17 wins & 32 nominations total,77.0,6.4,"20,965",tt6439020,"$1,876,298","English, French",15600000.0,15600000.0
I'm Thinking of Ending Things,2020,04 Sep 2020,134 min,"Drama, Thriller",15 wins & 110 nominations,78.0,6.6,"90,698",tt7939766,,"English, Spanish",0.0,0.0
Phineas and Ferb the Movie: Candace Against the Universe,2020,28 Aug 2020,86 min,"Animation, Adventure, Comedy",1 win & 4 nominations,77.0,7.1,"4,845",tt1817232,,English,,
All Together Now,2020,28 Aug 2020,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,English,0.0,0.0
Rogue,2007,08 Nov 2007,99 min,"Action, Drama, Horror",1 win & 4 nominations,,6.2,"31,725",tt0479528,"$10,452",English,0.0,0.0
Centigrade,2020,28 Aug 2020,89 min,"Drama, Thriller",,46.0,4.4,"3,156",tt8945942,"$16,263",English,0.0,0.0
Fatima,2020,28 Aug 2020,113 min,"Drama, War",,50.0,6.6,"3,602",tt2197936,,English,0.0,0.0
All Together Now,2020,28 Aug 2020,92 min,Drama,,64.0,6.5,"4,719",tt3155342,,English,0.0,0.0
"Love, Guaranteed",2020,03 Sep 2020,90 min,"Comedy, Romance",1 win & 3 nominations,39.0,5.6,"18,099",tt11100856,,English,0.0,0.0
Mulan,1998,19 Jun 1998,87 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 17 wins & 21 nominations total,71.0,7.6,"296,144",tt0120762,"$120,620,254","English, Mandarin",200000000.0,200000000.0
Critical Thinking,2020,04 Sep 2020,117 min,Drama,,65.0,6.4,"2,272",tt7870102,,"English, Spanish",0.0,0.0
The Owners,2020,22 Feb 2021,92 min,"Comedy, Crime, Horror",1 win & 2 nominations,54.0,4.9,"8,362",tt9806370,,English,0.0,0.0
Guest House,2020,04 Sep 2020,84 min,Comedy,,,4.4,"2,344",tt10054316,,,0.0,0.0
The Babysitter: Killer Queen,2020,10 Sep 2020,101 min,"Comedy, Horror",2 nominations.,22.0,5.8,"44,804",tt11024272,,English,0.0,0.0
Unpregnant,2020,10 Sep 2020,103 min,"Comedy, Drama",2 wins & 4 nominations,61.0,6.5,"8,774",tt10556022,,English,0.0,0.0
The Devil All the Time,2020,10 Sep 2020,138 min,"Crime, Drama, Thriller",3 nominations,55.0,7.1,"140,688",tt7395114,,English,0.0,0.0
The Broken Hearts Gallery,2020,11 Sep 2020,109 min,"Comedy, Romance",1 win & 2 nominations,57.0,6.3,"9,432",tt2140571,"$4,067,442",English,0.0,0.0
I Met a Girl,2020,11 Sep 2020,108 min,"Drama, Romance",1 nomination,,6.1,"1,381",tt9731360,,English,0.0,0.0
Rent-A-Pal,2020,11 Sep 2020,108 min,"Horror, Thriller",2 wins & 4 nominations,61.0,6.3,"5,078",tt12274228,"$30,901",English,0.0,0.0
Cats,2019,20 Dec 2019,110 min,"Comedy, Drama, Family",11 wins & 8 nominations,32.0,2.8,"52,975",tt5697572,"$27,166,770",English,95000000.0,0.0
The Secrets We Keep,2020,16 Sep 2020,97 min,"Drama, Thriller",,48.0,5.8,"6,451",tt9252488,"$207,928",English,7200000.0,0.0
Antebellum,2020,18 Sep 2020,105 min,"Drama, Horror, Mystery",3 wins & 11 nominations,43.0,5.8,"28,233",tt10065694,,English,15000000.0,0.0
The Nest,2020,18 Sep 2020,107 min,"Drama, Romance",5 wins & 28 nominations,80.0,6.3,"15,327",tt8338762,"$137,886",English,0.0,0.0
Blackbird,2019,18 Sep 2020,97 min,Drama,1 win & 1 nomination,53.0,6.6,"5,166",tt8717446,,English,0.0,0.0
Lost Girls,2020,13 Mar 2020,95 min,"Crime, Drama, Mystery",1 win,67.0,6.1,"22,875",tt3111426,,English,0.0,0.0
Killian,2018,01 Jan 2018,,"Short, Sci-Fi",,,,,tt7509158,,English,,
Enola Holmes,2020,23 Sep 2020,123 min,"Action, Adventure, Crime",4 wins & 11 nominations,68.0,6.6,"200,857",tt7846844,,English,21000000.0,21000000.0
The Trial of the Chicago 7,2020,16 Oct 2020,129 min,"Drama, History, Thriller",Nominated for 6 Oscars. 58 wins & 191 nominations total,76.0,7.7,"182,304",tt1070874,,"English, Latin, French",35000000.0,35000000.0
Ava,2020,25 Sep 2020,96 min,"Action, Drama, Thriller",,39.0,5.4,"58,304",tt8784956,"$497,747","English, German, French, Chinese",0.0,0.0
Kajillionaire,2020,25 Sep 2020,104 min,"Comedy, Crime, Drama",5 wins & 12 nominations,78.0,6.4,"20,268",tt8143990,"$531,430",English,0.0,0.0
The Last Shift,2020,25 Sep 2020,90 min,"Comedy, Drama",1 win & 1 nomination,58.0,5.7,"3,780",tt10661180,"$1,034,467",English,0.0,0.0
Secret Society of Second Born Royals,2020,25 Sep 2020,99 min,"Action, Adventure, Comedy",4 nominations,34.0,4.9,"5,661",tt10324122,,English,0.0,0.0
She's in Portland,2020,,101 min,"Comedy, Drama",,,5.7,606,tt7174660,,English,,
Sightless,2020,28 Sep 2020,89 min,"Drama, Thriller",,,5.5,"9,266",tt10303430,,"English, Spanish, French",0.0,0.0
The Boys in the Band,2020,30 Sep 2020,121 min,Drama,1 win & 5 nominations,70.0,6.8,"16,517",tt10199914,,English,0.0,0.0
The Glorias,2020,30 Sep 2020,147 min,"Biography, Drama, History",5 nominations,58.0,5.9,"3,422",tt7435316,,English,0.0,0.0
On the Rocks,2020,23 Oct 2020,96 min,"Comedy, Drama, Romance",2 wins & 40 nominations,73.0,6.4,"33,591",tt9606374,,English,0.0,0.0
Spontaneous,2020,02 Oct 2020,101 min,"Comedy, Drama, Horror",1 win & 2 nominations,78.0,6.5,"16,001",tt5774062,,English,0.0,0.0
Vampires vs. the Bronx,2020,02 Oct 2020,85 min,"Comedy, Horror",,76.0,5.7,"10,479",tt8976576,,"English, Spanish",0.0,0.0
Possessor,2020,02 Oct 2020,103 min,"Horror, Mystery, Sci-Fi",15 wins & 39 nominations,72.0,6.5,"39,873",tt5918982,"$752,885",English,,
Death of Me,2020,02 Oct 2020,94 min,"Horror, Mystery, Thriller",,31.0,4.4,"6,761",tt1830643,,"English, Thai",0.0,0.0
The Call,2013,15 Mar 2013,94 min,"Drama, Thriller",1 win & 11 nominations,51.0,6.7,"125,259",tt1911644,"$51,872,378",English,100.0,0.0
American Pie Presents: Girls' Rules,2020,06 Oct 2020,95 min,Comedy,,,3.8,"6,121",tt11771594,,English,0.0,0.0
The Lie,2018,06 Oct 2020,97 min,"Drama, Thriller",1 win,45.0,5.8,"18,127",tt7945440,,English,0.0,0.0
Black Box,2020,06 Oct 2020,100 min,"Horror, Mystery, Sci-Fi",2 nominations,62.0,6.2,"15,650",tt12298506,,English,10722240.0,0.0
Hubie Halloween,2020,07 Oct 2020,103 min,"Comedy, Mystery",6 nominations,53.0,5.2,"53,192",tt10682266,,English,14000000.0,14000000.0
Books of Blood,2020,07 Oct 2020,107 min,"Drama, Horror, Mystery",,42.0,5.6,"8,358",tt11242218,,English,0.0,0.0
Charm City Kings,2020,08 Oct 2020,125 min,Drama,1 win & 3 nominations,62.0,6.6,"2,693",tt9048840,,English,0.0,0.0
The War with Grandpa,2020,09 Oct 2020,94 min,"Comedy, Drama, Family",1 win,34.0,5.6,"22,282",tt4532038,"$21,277,892",English,18000000.0,18000000.0
A Rainy Day in New York,2019,10 Nov 2020,92 min,"Comedy, Romance",3 wins,38.0,6.5,"46,426",tt7139936,,English,25000000.0,25000000.0
Yellow Rose,2019,09 Oct 2020,94 min,"Drama, Music",14 wins & 2 nominations,70.0,6.5,"1,227",tt6862538,"$367,849",English,0.0,0.0
Nocturne,2020,13 Oct 2020,90 min,"Drama, Horror, Music",1 nomination,58.0,5.7,"9,994",tt11044858,,English,350000.0,0.0
Evil Eye,2020,13 Oct 2020,90 min,"Horror, Mystery, Thriller",1 win & 1 nomination,54.0,4.8,"3,919",tt12882620,,"English, Hindi",1704500.0,0.0
A Babysitter's Guide to Monster Hunting,2020,15 Oct 2020,98 min,"Comedy, Family, Fantasy",2 wins & 2 nominations,31.0,5.4,"4,478",tt4844150,,English,0.0,0.0
Love and Monsters,2020,16 Oct 2020,109 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 1 win & 4 nominations total,63.0,6.9,"132,892",tt2222042,"$1,070,714",English,30000000.0,0.0
Honest Thief,2020,16 Oct 2020,99 min,"Action, Thriller",1 nomination,46.0,6.0,"52,990",tt1838556,"$14,163,574","English, Spanish, German",0.0,0.0
Clouds,2020,16 Oct 2020,121 min,"Biography, Drama, Music",2 wins & 2 nominations,55.0,7.5,"10,841",tt6473066,,English,0.0,0.0
The Devil Has a Name,2019,16 Oct 2020,97 min,"Drama, Thriller",,50.0,5.5,"1,264",tt7894510,,English,0.0,0.0
The Kid Detective,2020,16 Oct 2020,100 min,"Comedy, Drama, Mystery",5 nominations,74.0,7.0,"20,155",tt8980602,"$364,138",English,0.0,0.0
Alone,2020,18 Sep 2020,98 min,"Drama, Horror, Mystery",4 wins & 2 nominations,70.0,6.2,"22,556",tt7711170,"$537,589",English,10000.0,0.0
2 Hearts,2020,16 Oct 2020,101 min,"Drama, Romance",,29.0,6.3,"6,575",tt5616176,"$1,349,286",English,0.0,0.0
The Opening Act,2020,16 Oct 2020,90 min,Comedy,,,6.0,"1,109",tt8633748,,English,0.0,0.0
Tremors: Shrieker Island,2020,20 Oct 2020,103 min,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",,,5.5,"3,197",tt8322060,,English,0.0,0.0
The Witches,1990,24 Aug 1990,91 min,"Adventure, Comedy, Family",Nominated for 1 BAFTA Award3 wins & 8 nominations total,78.0,6.8,"51,952",tt0100944,"$10,360,553",English,0.0,0.0
Over the Moon,2020,23 Oct 2020,95 min,"Animation, Adventure, Comedy",Nominated for 1 Oscar. 3 wins & 61 nominations total,60.0,6.3,"23,483",tt7488208,,"English, Chinese, Hindi",0.0,0.0
Borat Subsequent Moviefilm,2020,23 Oct 2020,95 min,Comedy,Nominated for 2 Oscars. 38 wins & 64 nominations total,68.0,6.6,"144,633",tt13143964,,"English, Bulgarian, Hebrew, Romanian, Croatian",0.0,0.0
After We Collided,2020,23 Oct 2020,105 min,"Drama, Romance",1 win,14.0,5.0,"33,837",tt10362466,"$2,386,483","English, Chinese",0.0,0.0
The Empty Man,2020,23 Oct 2020,137 min,"Drama, Horror, Mystery",1 nomination,,6.2,"32,400",tt5867314,"$2,992,948",English,16000000.0,16000000.0
Synchronic,2019,23 Oct 2020,102 min,"Drama, Horror, Mystery",6 nominations,64.0,6.2,"33,844",tt9016974,"$636,673","English, Spanish",0.0,0.0
Bad Hair,2020,23 Oct 2020,102 min,"Comedy, Horror, Music",1 win & 3 nominations,61.0,5.6,"3,936",tt4798836,,,0.0,0.0
Friendsgiving,2020,23 Oct 2020,95 min,"Comedy, Drama",1 nomination,,4.4,"3,381",tt8431078,,English,0.0,0.0
The Craft: Legacy,2020,28 Oct 2020,97 min,"Drama, Fantasy, Horror",1 win & 1 nomination,54.0,4.5,"14,661",tt4685762,,English,18000000.0,18000000.0
Holidate,2020,28 Oct 2020,104 min,"Comedy, Romance",1 win,44.0,6.1,"71,163",tt9866072,,"English, Mandarin",0.0,0.0
Come Play,2020,30 Oct 2020,96 min,"Drama, Horror, Mystery",1 nomination,58.0,5.7,"15,765",tt8004664,"$10,475,990",English,9000000.0,9000000.0
His House,2020,30 Oct 2020,93 min,"Drama, Horror, Thriller",Won 1 BAFTA Award8 wins & 37 nominations total,72.0,6.5,"43,955",tt8508734,,"English, Dinka",0.0,0.0
Spell,2020,30 Oct 2020,91 min,"Horror, Thriller",,38.0,5.5,"9,051",tt10736580,"$500,104",English,0.0,0.0
Jungleland,2019,06 Nov 2020,90 min,Drama,1 nomination,53.0,6.2,"6,578",tt8710596,,English,0.0,0.0
Let Him Go,2020,06 Nov 2020,113 min,"Crime, Drama, Thriller",3 wins & 3 nominations,63.0,6.7,"30,132",tt9340860,"$9,358,025","English, Ukrainian",0.0,0.0
The Informer,2019,30 Aug 2019,113 min,"Action, Crime, Drama",1 nomination,61.0,6.6,"39,116",tt1833116,"$300,460","English, Polish, Spanish",60000000.0,60000000.0
The Dark and the Wicked,2020,06 Nov 2020,95 min,Horror,3 wins & 11 nominations,72.0,6.1,"18,774",tt10229558,"$157,252",English,0.0,0.0
Hillbilly Elegy,2020,24 Nov 2020,116 min,Drama,Nominated for 2 Oscars. 5 wins & 33 nominations total,38.0,6.7,"43,962",tt6772802,,English,0.0,0.0
Mank,2020,04 Dec 2020,131 min,"Biography, Comedy, Drama",Won 2 Oscars. 58 wins & 269 nominations total,79.0,6.8,"77,724",tt10618286,,"English, German, Latin",25000000.0,25000000.0
Freaky,2020,13 Nov 2020,102 min,"Comedy, Horror, Thriller",1 win & 16 nominations,67.0,6.3,"63,221",tt10919380,"$9,030,855","English, Spanish",5000000.0,5000000.0
Jingle Jangle: A Christmas Journey,2020,13 Nov 2020,122 min,"Family, Fantasy, Musical",4 wins & 22 nominations,69.0,6.4,"19,602",tt7736496,,English,0.0,0.0
Dreamland,2019,17 Nov 2020,98 min,"Drama, Thriller",1 nomination,57.0,5.8,"7,367",tt5294522,,English,0.0,0.0
Fatman,2020,24 Nov 2020,100 min,"Action, Adventure, Comedy",2 wins & 2 nominations,40.0,5.9,"27,555",tt10310140,"$278,378",English,20000000.0,20000000.0
The Life Ahead,2020,13 Nov 2020,94 min,Drama,Nominated for 1 Oscar. 14 wins & 36 nominations total,66.0,6.8,"14,727",tt10627584,,"Italian, Spanish, Hebrew, Romanian",0.0,0.0
The Climb,2017,20 Dec 2017,103 min,"Comedy, Drama, Romance",2 wins,,6.9,"7,870",tt5157682,,"French, English, German, Nepali",0.0,0.0
Chick Fight,2020,13 Nov 2020,97 min,"Action, Comedy, Drama",,39.0,4.8,"4,156",tt10944486,,English,0.0,0.0
The Princess Switch: Switched Again,2020,19 Nov 2020,96 min,"Comedy, Drama, Family",1 win & 1 nomination,,5.4,"12,440",tt11199410,,English,10000000.0,10000000.0
Run,2020,20 Nov 2020,90 min,"Mystery, Thriller",3 wins & 5 nominations,67.0,6.7,"84,374",tt8633478,,English,1700000.0,0.0
Sound of Metal,2019,04 Dec 2020,120 min,"Drama, Music",Won 2 Oscars. 91 wins & 177 nominations total,82.0,7.7,"134,856",tt5363618,,"English, American Sign , French, Persian",0.0,0.0
The Last Vermeer,2019,20 Nov 2020,118 min,Drama,1 nomination,56.0,6.7,"4,351",tt8337320,"$685,380",English,0.0,0.0
Jiu Jitsu,2020,20 Nov 2020,102 min,"Action, Sci-Fi, Thriller",,27.0,2.9,"9,248",tt9624766,,"English, Burmese",23000000.0,23000000.0
Buddy Games,2019,24 Nov 2020,96 min,Comedy,2 wins,22.0,4.8,"7,482",tt7070818,"$405,904",English,0.0,0.0
The Croods: A New Age,2020,25 Nov 2020,95 min,"Animation, Adventure, Comedy",31 nominations,56.0,6.9,"47,071",tt2850386,"$58,568,815",English,65000000.0,65000000.0
Happiest Season,2020,25 Nov 2020,102 min,Drama,3 wins & 4 nominations,69.0,6.6,"43,231",tt8522006,,English,0.0,0.0
Ma Rainey's Black Bottom,2020,18 Dec 2020,94 min,"Drama, Music",Won 2 Oscars. 84 wins & 192 nominations total,87.0,6.9,"55,056",tt10514222,,English,0.0,0.0
Uncle Frank,2020,25 Nov 2020,95 min,"Comedy, Drama",Nominated for 1 Primetime Emmy. 7 wins & 13 nominations total,58.0,7.3,"21,328",tt11327514,,"English, Arabic",0.0,0.0
Folklore: The Long Pond Studio Sessions,2020,25 Nov 2020,105 min,"Documentary, Drama, Music",,,8.4,"3,841",tt13524234,,English,0.0,0.0
Superintelligence,2020,26 Nov 2020,106 min,"Action, Comedy, Romance",1 nomination,41.0,5.4,"11,566",tt7178640,,English,0.0,0.0
Life in a Year,2020,27 Nov 2020,107 min,"Drama, Romance",,,6.1,"9,382",tt6598238,,English,0.0,0.0
Black Beauty,1994,29 Jul 1994,88 min,"Adventure, Drama, Family",1 win & 1 nomination,,6.6,"10,249",tt0109279,"$4,630,377",English,0.0,0.0
The Prom,2020,11 Dec 2020,130 min,"Comedy, Drama, Musical",5 wins & 29 nominations,55.0,5.9,"27,949",tt10161886,,English,0.0,0.0
All My Life,2020,04 Dec 2020,91 min,"Drama, Romance",1 nomination,39.0,6.3,"5,235",tt8305852,"$913,935",English,25000000.0,25000000.0
Godmothered,2020,04 Dec 2020,110 min,"Comedy, Drama, Family",1 win & 2 nominations,49.0,6.1,"13,126",tt11681250,,"English, Latin",0.0,0.0
Half Brothers,2020,04 Dec 2020,96 min,"Comedy, Drama",1 nomination,30.0,6.0,"3,357",tt10515926,"$2,241,980","English, Spanish",0.0,0.0
Wander,2020,04 Dec 2020,94 min,Thriller,,54.0,4.9,"8,987",tt9689696,,English,0.0,0.0
Black Bear,2020,04 Dec 2020,104 min,"Comedy, Drama",2 wins & 15 nominations,79.0,6.5,"13,993",tt9601220,,English,0.0,0.0
Let Them All Talk,2020,10 Dec 2020,113 min,"Comedy, Drama",1 win & 5 nominations,72.0,6.1,"11,948",tt10808832,,English,0.0,0.0
The Midnight Sky,2020,23 Dec 2020,118 min,"Adventure, Drama, Sci-Fi",Nominated for 1 Oscar. 5 wins & 46 nominations total,58.0,5.7,"85,629",tt10539608,,English,0.0,0.0
Songbird,2020,11 Dec 2020,84 min,"Drama, Sci-Fi, Thriller",,27.0,4.8,"10,797",tt12592252,,"English, Spanish",16252.0,0.0
Wild Mountain Thyme,2020,11 Dec 2020,102 min,"Comedy, Drama, Romance",6 nominations,42.0,5.7,"10,369",tt6842770,"$213,440",English,0.0,0.0
Safety,2020,11 Dec 2020,122 min,"Biography, Drama, Sport",2 nominations,55.0,6.8,"4,309",tt10649016,,English,0.0,0.0
Wander Darkly,2020,11 Dec 2020,97 min,Drama,1 win & 2 nominations,66.0,5.8,"1,715",tt8902978,,"English, Spanish",0.0,0.0
I'm Your Woman,2020,11 Dec 2020,120 min,"Crime, Drama",2 wins & 4 nominations,63.0,6.2,"9,375",tt10243992,,English,0.0,0.0
The Stand In,2020,11 Dec 2020,101 min,"Comedy, Drama",1 nomination,38.0,4.7,"3,749",tt7970348,,English,0.0,0.0
Archenemy,2020,11 Dec 2020,90 min,"Action, Adventure, Crime",1 nomination,57.0,5.0,"3,365",tt11274100,"$121,642",English,0.0,0.0
Farewell Amor,2020,11 Dec 2020,95 min,"Drama, Music, Romance",9 wins & 8 nominations,75.0,6.9,"1,382",tt11380884,"$4,689","English, Portuguese, Aboriginal",0.0,0.0
Monster Hunter,2020,18 Dec 2020,103 min,"Action, Adventure, Fantasy",2 nominations,47.0,5.2,"62,300",tt6475714,"$15,162,470",English,60000000.0,0.0
Greenland,2020,18 Dec 2020,119 min,"Action, Thriller",1 win & 2 nominations,64.0,6.4,"122,120",tt7737786,,"English, Spanish, Russian",34000000.0,34000000.0
Fatale,2020,18 Dec 2020,102 min,Thriller,,42.0,5.4,"11,943",tt8829830,"$6,306,897",English,0.0,0.0
Skylines,2020,18 Dec 2020,113 min,"Action, Adventure, Sci-Fi",1 win,46.0,4.7,"8,558",tt9387250,,English,70000000.0,70000000.0
Hunter Hunter,2020,18 Dec 2020,93 min,"Drama, Horror, Mystery",3 wins & 3 nominations,61.0,6.4,"11,706",tt2226162,"$32,705",English,0.0,0.0
Breach,2007,16 Feb 2007,110 min,"Biography, Crime, Drama",1 win & 3 nominations,74.0,7.0,"60,420",tt0401997,"$33,231,264","English, Russian, Arabic, Latin",2500.0,0.0
"Ariana Grande: Excuse Me, I Love You",2020,21 Dec 2020,97 min,"Documentary, Music",1 nomination,,6.3,"2,757",tt13615386,,English,,
Sylvie's Love,2020,23 Dec 2020,114 min,"Drama, Music, Romance",Nominated for 1 Primetime Emmy. 6 wins & 27 nominations total,74.0,6.8,"6,130",tt9827834,,English,0.0,0.0
Wonder Woman 1984,2020,25 Dec 2020,151 min,"Action, Adventure, Fantasy",28 wins & 47 nominations,60.0,5.4,"275,652",tt7126948,"$46,801,036","English, Arabic, Russian, Mandarin",200000000.0,200000000.0
Soul,2020,25 Dec 2020,100 min,"Animation, Adventure, Comedy",Won 2 Oscars. 124 wins & 93 nominations total,83.0,8.0,"339,872",tt2948372,,"English, Korean, Inuktitut",150000000.0,0.0
We Can Be Heroes,2020,25 Dec 2020,100 min,"Action, Comedy, Drama",1 nomination,51.0,4.7,"15,672",tt10600398,,English,0.0,0.0
News of the World,2020,25 Dec 2020,118 min,"Action, Adventure, Drama",Nominated for 4 Oscars. 5 wins & 80 nominations total,73.0,6.8,"90,271",tt6878306,"$12,668,325","English, North American Indian, German",0.0,0.0
One Night in Miami...,2020,08 Jan 2021,114 min,Drama,Nominated for 3 Oscars. 69 wins & 182 nominations total,83.0,7.1,"32,906",tt10612922,,"English, Arabic",0.0,0.0
Promising Young Woman,2020,25 Dec 2020,113 min,"Crime, Drama, Mystery",Won 1 Oscar. 117 wins & 194 nominations total,73.0,7.5,"183,515",tt9620292,"$6,460,965",English,0.0,0.0
Pieces of a Woman,2020,07 Jan 2021,126 min,Drama,Nominated for 1 Oscar. 9 wins & 64 nominations total,66.0,7.0,"52,148",tt11161474,,English,0.0,0.0
Shadow in the Cloud,2020,01 Jan 2021,83 min,"Action, Horror, War",2 wins,66.0,5.0,"28,308",tt9691136,"$156,932",English,0.0,0.0
The White Tiger,2021,22 Jan 2021,125 min,"Crime, Drama",Nominated for 1 Oscar. 1 win & 12 nominations total,76.0,7.1,"62,234",tt6571548,,"Hindi, English",0.0,0.0
Locked Down,2021,14 Jan 2021,118 min,"Comedy, Crime, Romance",,42.0,5.2,"12,780",tt13061914,,English,10000000.0,2900.0
The Dig,2021,29 Jan 2021,112 min,"Biography, Drama, History",Nominated for 5 BAFTA 3 wins & 10 nominations total,73.0,7.1,"77,418",tt3661210,,English,0.0,0.0
